ベンダ,"GRAPHTEC Corporation"
モデル,"GL840"
バージョン,"Ver1.61  "
最大CH数,20
GS開始CH,20
WL開始CH,20
RT開始CH,20
WLユニット,Off,Off,Off,Off,Off
RTユニット,Off,Off,Off,Off,Off
RT最大CH,0,0,0,0,0
最大ロジックCH数,4
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
温度単位,C
測定間隔,5min
測定点数,279       
トリガ点,0         
開始時刻,2025-01-09,14:47:51
終了時刻,2025-01-10,14:01:03
トリガ時刻,2025-01-09,14:47:59
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1," CH1","M",TEMP,PT,100degC,Off,+50.00,-60.00,[degC],28,5,6,0
CH2," CH2","M",TEMP,PT1000,100degC,Off,+50.00,-60.00,[degC],0,13,23,0
CH3," CH3","M",TEMP,PT,100degC,Off,+50.00,-60.00,[degC],9,22,8,0
CH4," CH4","M",TEMP,PT,100degC,Off,+50.00,-60.00,[degC],21,0,21,0
CH5," CH5","M",TEMP,PT,100degC,Off,+50.00,-60.00,[degC],28,16,2,0
CH6," CH6","M",TEMP,PT,100degC,Off,+50.00,-60.00,[degC],5,23,30,0
CH7," CH7","M",TEMP,PT1000,100degC,Off,+50.00,-60.00,[degC],30,23,1,0
CH11," CH11","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],28,5,6,0
CH12," CH12","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],0,13,23,0
CH13," CH13","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],9,22,8,0
CH14," CH14","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],21,0,21,0
CH15," CH15","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],28,16,2,0
CH16," CH16","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],5,23,30,0
CH17," CH17","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],30,23,1,0
CH18," CH18","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],28,0,17,0
CH19," CH19","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],17,11,7,0
CH20," CH20","M",TEMP,PT,100degC,Off,+100.00,-10.00,[degC],19,27,0,0
演算設定
CH,左項,演算子,右項,スケーリング,スパン,,単位
測定値
番号,日付/時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,Alarm1-10,Alarm11-20,AlarmOut
       142,2025/01/10 02:32:59,  0,+++++++,+++++++,+ 18.06,+ 26.14,+ 25.63,+ 18.68,-------,+++++++,+ 18.60,+++++++,+ 19.40,+ 18.44,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       143,2025/01/10 02:37:59,  0,+++++++,+++++++,+ 18.03,+ 26.09,+ 25.55,+ 18.62,-------,+++++++,+ 18.60,+++++++,+ 19.32,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       144,2025/01/10 02:42:59,  0,+++++++,+++++++,+ 18.14,+ 26.17,+ 25.63,+ 18.75,-------,+++++++,+ 18.57,+++++++,+ 19.35,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       145,2025/01/10 02:47:59,  0,+++++++,+++++++,+ 18.11,+ 26.09,+ 25.63,+ 18.73,-------,+++++++,+ 18.60,+++++++,+ 19.29,+ 18.44,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       146,2025/01/10 02:52:59,  0,+++++++,+++++++,+ 18.03,+ 26.07,+ 25.55,+ 18.73,-------,+++++++,+ 18.60,+++++++,+ 19.32,+ 18.44,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       147,2025/01/10 02:57:59,  0,+++++++,+++++++,+ 18.01,+ 26.04,+ 25.50,+ 18.68,-------,+++++++,+ 18.57,+++++++,+ 19.32,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       148,2025/01/10 03:02:59,  0,+++++++,+++++++,+ 18.03,+ 26.09,+ 25.53,+ 18.80,-------,+++++++,+ 18.60,+++++++,+ 19.35,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       149,2025/01/10 03:07:59,  0,+++++++,+++++++,+ 18.06,+ 26.02,+ 25.53,+ 18.73,-------,+++++++,+ 18.57,+++++++,+ 19.29,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       150,2025/01/10 03:12:59,  0,+++++++,+++++++,+ 17.90,+ 25.83,+ 25.45,+ 18.55,-------,+++++++,+ 18.57,+++++++,+ 19.27,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       151,2025/01/10 03:17:59,  0,+++++++,+++++++,+ 18.01,+ 25.91,+ 25.50,+ 18.68,-------,+++++++,+ 18.55,+++++++,+ 19.29,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       152,2025/01/10 03:22:59,  0,+++++++,+++++++,+ 18.06,+ 25.91,+ 25.53,+ 18.70,-------,+++++++,+ 18.57,+++++++,+ 19.32,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       153,2025/01/10 03:27:59,  0,+++++++,+++++++,+ 17.98,+ 25.81,+ 25.42,+ 18.65,-------,+++++++,+ 18.55,+++++++,+ 19.27,+ 18.39,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       154,2025/01/10 03:32:59,  0,+++++++,+++++++,+ 18.06,+ 25.91,+ 25.50,+ 18.73,-------,+++++++,+ 18.57,+++++++,+ 19.32,+ 18.42,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       155,2025/01/10 03:37:59,  0,+++++++,+++++++,+ 17.90,+ 25.81,+ 25.32,+ 18.70,-------,+++++++,+ 18.55,+++++++,+ 19.29,+ 18.39,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       156,2025/01/10 03:42:59,  0,+++++++,+++++++,+ 18.01,+ 25.81,+ 25.45,+ 18.70,-------,+++++++,+ 18.57,+++++++,+ 19.32,+ 18.44,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       157,2025/01/10 03:47:59,  0,+++++++,+++++++,+ 18.01,+ 25.73,+ 25.42,+ 18.62,-------,+++++++,+ 18.57,+++++++,+ 19.29,+ 18.39,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       158,2025/01/10 03:52:59,  0,+++++++,+++++++,+ 18.03,+ 25.78,+ 25.42,+ 18.70,-------,+++++++,+ 18.55,+++++++,+ 19.32,+ 18.39,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       159,2025/01/10 03:57:59,  0,+++++++,+++++++,+ 17.67,+ 25.34,+ 25.14,+ 18.08,-------,+++++++,+ 18.50,+++++++,+ 19.19,+ 18.26,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       160,2025/01/10 04:02:59,  0,+++++++,+++++++,+ 17.77,+ 25.47,+ 25.19,+ 18.42,-------,+++++++,+ 18.42,+++++++,+ 19.04,+ 18.16,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       161,2025/01/10 04:07:59,  0,+++++++,+++++++,+ 17.90,+ 25.58,+ 25.27,+ 18.55,-------,+++++++,+ 18.42,+++++++,+ 19.11,+ 18.26,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       162,2025/01/10 04:12:59,  0,+++++++,+++++++,+ 17.90,+ 25.55,+ 25.24,+ 18.57,-------,+++++++,+ 18.44,+++++++,+ 19.24,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       163,2025/01/10 04:17:59,  0,+++++++,+++++++,+ 17.90,+ 25.53,+ 25.27,+ 18.57,-------,+++++++,+ 18.47,+++++++,+ 19.24,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       164,2025/01/10 04:22:59,  0,+++++++,+++++++,+ 17.90,+ 25.60,+ 25.27,+ 18.60,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       165,2025/01/10 04:27:59,  0,+++++++,+++++++,+ 17.88,+ 25.40,+ 25.27,+ 18.39,-------,+++++++,+ 18.47,+++++++,+ 19.27,+ 18.34,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       166,2025/01/10 04:32:59,  0,+++++++,+++++++,+ 17.90,+ 25.47,+ 25.24,+ 18.52,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       167,2025/01/10 04:37:59,  0,+++++++,+++++++,+ 17.85,+ 25.45,+ 25.22,+ 18.55,-------,+++++++,+ 18.50,+++++++,+ 19.22,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       168,2025/01/10 04:42:59,  0,+++++++,+++++++,+ 17.95,+ 25.53,+ 25.27,+ 18.68,-------,+++++++,+ 18.47,+++++++,+ 19.27,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       169,2025/01/10 04:47:59,  0,+++++++,+++++++,+ 17.90,+ 25.45,+ 25.24,+ 18.55,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       170,2025/01/10 04:52:59,  0,+++++++,+++++++,+ 17.88,+ 25.40,+ 25.19,+ 18.55,-------,+++++++,+ 18.47,+++++++,+ 19.27,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       171,2025/01/10 04:57:59,  0,+++++++,+++++++,+ 17.95,+ 25.50,+ 25.24,+ 18.65,-------,+++++++,+ 18.47,+++++++,+ 19.22,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       172,2025/01/10 05:02:59,  0,+++++++,+++++++,+ 18.01,+ 25.53,+ 25.24,+ 18.70,-------,+++++++,+ 18.50,+++++++,+ 19.22,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       173,2025/01/10 05:07:59,  0,+++++++,+++++++,+ 17.93,+ 25.42,+ 25.19,+ 18.57,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       174,2025/01/10 05:12:59,  0,+++++++,+++++++,+ 17.95,+ 25.45,+ 25.19,+ 18.60,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       175,2025/01/10 05:17:59,  0,+++++++,+++++++,+ 17.95,+ 25.40,+ 25.16,+ 18.57,-------,+++++++,+ 18.44,+++++++,+ 19.22,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       176,2025/01/10 05:22:59,  0,+++++++,+++++++,+ 17.90,+ 25.29,+ 25.14,+ 18.50,-------,+++++++,+ 18.44,+++++++,+ 19.22,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       177,2025/01/10 05:27:59,  0,+++++++,+++++++,+ 17.93,+ 25.34,+ 25.16,+ 18.57,-------,+++++++,+ 18.42,+++++++,+ 19.11,+ 18.26,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       178,2025/01/10 05:32:59,  0,+++++++,+++++++,+ 17.93,+ 25.37,+ 25.16,+ 18.65,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.32,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       179,2025/01/10 05:37:59,  0,+++++++,+++++++,+ 17.90,+ 25.32,+ 25.14,+ 18.55,-------,+++++++,+ 18.44,+++++++,+ 19.19,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       180,2025/01/10 05:42:59,  0,+++++++,+++++++,+ 17.85,+ 25.24,+ 25.11,+ 18.50,-------,+++++++,+ 18.44,+++++++,+ 19.19,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       181,2025/01/10 05:47:59,  0,+++++++,+++++++,+ 17.83,+ 25.27,+ 25.09,+ 18.44,-------,+++++++,+ 18.44,+++++++,+ 19.19,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       182,2025/01/10 05:52:59,  0,+++++++,+++++++,+ 17.90,+ 25.27,+ 25.11,+ 18.60,-------,+++++++,+ 18.42,+++++++,+ 19.19,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       183,2025/01/10 05:57:59,  0,+++++++,+++++++,+ 17.90,+ 25.27,+ 25.11,+ 18.55,-------,+++++++,+ 18.42,+++++++,+ 19.22,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       184,2025/01/10 06:02:59,  0,+++++++,+++++++,+ 17.83,+ 25.19,+ 25.01,+ 18.55,-------,+++++++,+ 18.42,+++++++,+ 19.19,+ 18.26,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       185,2025/01/10 06:07:59,  0,+++++++,+++++++,+ 17.93,+ 25.34,+ 25.09,+ 18.62,-------,+++++++,+ 18.47,+++++++,+ 19.19,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       186,2025/01/10 06:12:59,  0,+++++++,+++++++,+ 17.80,+ 25.27,+ 24.96,+ 18.60,-------,+++++++,+ 18.42,+++++++,+ 19.09,+ 18.26,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       187,2025/01/10 06:17:59,  0,+++++++,+++++++,+ 17.93,+ 25.29,+ 25.09,+ 18.62,-------,+++++++,+ 18.44,+++++++,+ 19.19,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       188,2025/01/10 06:22:59,  0,+++++++,+++++++,+ 17.90,+ 25.14,+ 25.06,+ 18.26,-------,+++++++,+ 18.42,+++++++,+ 19.24,+ 18.29,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       189,2025/01/10 06:27:59,  0,+++++++,+++++++,+ 17.54,+ 24.70,+ 24.80,+ 18.03,-------,+++++++,+ 18.37,+++++++,+ 19.01,+ 18.08,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       190,2025/01/10 06:32:59,  0,+++++++,+++++++,+ 17.67,+ 24.88,+ 24.88,+ 18.21,-------,+++++++,+ 18.34,+++++++,+ 19.06,+ 18.16,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       191,2025/01/10 06:37:59,  0,+++++++,+++++++,+ 17.75,+ 24.98,+ 24.88,+ 18.42,-------,+++++++,+ 18.32,+++++++,+ 19.01,+ 18.14,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       192,2025/01/10 06:42:59,  0,+++++++,+++++++,+ 17.70,+ 24.96,+ 24.88,+ 18.37,-------,+++++++,+ 18.32,+++++++,+ 19.06,+ 18.16,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       193,2025/01/10 06:47:59,  0,+++++++,+++++++,+ 17.70,+ 24.88,+ 24.88,+ 18.34,-------,+++++++,+ 18.29,+++++++,+ 19.01,+ 18.14,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       194,2025/01/10 06:52:59,  0,+++++++,+++++++,+ 17.75,+ 24.91,+ 24.88,+ 18.34,-------,+++++++,+ 18.29,+++++++,+ 19.01,+ 18.14,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       195,2025/01/10 06:57:59,  0,+++++++,+++++++,+ 17.75,+ 25.01,+ 24.88,+ 18.42,-------,+++++++,+ 18.26,+++++++,+ 19.06,+ 18.14,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       196,2025/01/10 07:02:59,  0,+++++++,+++++++,+ 17.65,+ 24.88,+ 24.78,+ 18.32,-------,+++++++,+ 18.24,+++++++,+ 18.96,+ 18.06,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       197,2025/01/10 07:07:59,  0,+++++++,+++++++,+ 17.70,+ 24.88,+ 24.85,+ 18.37,-------,+++++++,+ 18.19,+++++++,+ 19.01,+ 18.08,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       198,2025/01/10 07:12:59,  0,+++++++,+++++++,+ 17.70,+ 24.80,+ 24.83,+ 18.29,-------,+++++++,+ 18.19,+++++++,+ 18.93,+ 18.06,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       199,2025/01/10 07:17:59,  0,+++++++,+++++++,+ 17.67,+ 24.83,+ 24.83,+ 18.34,-------,+++++++,+ 18.16,+++++++,+ 18.96,+ 18.03,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       200,2025/01/10 07:22:59,  0,+++++++,+++++++,+ 17.70,+ 24.78,+ 24.80,+ 18.26,-------,+++++++,+ 18.14,+++++++,+ 18.91,+ 18.03,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       201,2025/01/10 07:27:59,  0,+++++++,+++++++,+ 17.62,+ 24.73,+ 24.75,+ 18.24,-------,+++++++,+ 18.11,+++++++,+ 18.86,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       202,2025/01/10 07:32:59,  0,+++++++,+++++++,+ 17.67,+ 24.75,+ 24.78,+ 18.32,-------,+++++++,+ 18.14,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       203,2025/01/10 07:37:59,  0,+++++++,+++++++,+ 17.65,+ 24.75,+ 24.75,+ 18.26,-------,+++++++,+ 18.16,+++++++,+ 18.91,+ 18.01,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       204,2025/01/10 07:42:59,  0,+++++++,+++++++,+ 17.59,+ 24.62,+ 24.73,+ 18.24,-------,+++++++,+ 18.16,+++++++,+ 18.91,+ 18.01,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       205,2025/01/10 07:47:59,  0,+++++++,+++++++,+ 17.75,+ 24.83,+ 24.83,+ 18.37,-------,+++++++,+ 18.14,+++++++,+ 18.93,+ 18.03,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       206,2025/01/10 07:52:59,  0,+++++++,+++++++,+ 17.59,+ 24.65,+ 24.73,+ 18.29,-------,+++++++,+ 18.11,+++++++,+ 18.91,+ 17.98,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       207,2025/01/10 07:57:59,  0,+++++++,+++++++,+ 17.62,+ 24.62,+ 24.70,+ 18.16,-------,+++++++,+ 18.11,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       208,2025/01/10 08:02:59,  0,+++++++,+++++++,+ 17.59,+ 24.57,+ 24.70,+ 18.16,-------,+++++++,+ 18.11,+++++++,+ 18.83,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       209,2025/01/10 08:07:59,  0,+++++++,+++++++,+ 17.59,+ 24.65,+ 24.62,+ 18.29,-------,+++++++,+ 18.11,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       210,2025/01/10 08:12:59,  0,+++++++,+++++++,+ 17.62,+ 24.57,+ 24.62,+ 18.21,-------,+++++++,+ 18.06,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       211,2025/01/10 08:17:59,  0,+++++++,+++++++,+ 17.59,+ 24.60,+ 24.60,+ 18.26,-------,+++++++,+ 18.11,+++++++,+ 18.91,+ 17.98,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       212,2025/01/10 08:22:59,  0,+++++++,+++++++,+ 17.67,+ 24.62,+ 24.62,+ 18.29,-------,+++++++,+ 18.08,+++++++,+ 18.86,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       213,2025/01/10 08:27:59,  0,+++++++,+++++++,+ 17.62,+ 24.62,+ 24.57,+ 18.26,-------,+++++++,+ 18.11,+++++++,+ 18.93,+ 17.98,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       214,2025/01/10 08:32:59,  0,+++++++,+++++++,+ 17.57,+ 24.49,+ 24.49,+ 18.16,-------,+++++++,+ 18.11,+++++++,+ 18.86,+ 17.90,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       215,2025/01/10 08:37:59,  0,+++++++,+++++++,+ 17.62,+ 24.62,+ 24.57,+ 18.26,-------,+++++++,+ 18.11,+++++++,+ 18.86,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       216,2025/01/10 08:42:59,  0,+++++++,+++++++,+ 17.57,+ 24.57,+ 24.52,+ 18.21,-------,+++++++,+ 18.08,+++++++,+ 18.80,+ 17.98,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       217,2025/01/10 08:47:59,  0,+++++++,+++++++,+ 17.59,+ 24.49,+ 24.52,+ 18.24,-------,+++++++,+ 18.06,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       218,2025/01/10 08:52:59,  0,+++++++,+++++++,+ 17.54,+ 24.47,+ 24.49,+ 18.19,-------,+++++++,+ 18.08,+++++++,+ 18.88,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       219,2025/01/10 08:57:59,  0,+++++++,+++++++,+ 17.62,+ 24.52,+ 24.49,+ 18.29,-------,+++++++,+ 18.11,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       220,2025/01/10 09:02:59,  0,+++++++,+++++++,+ 17.62,+ 24.49,+ 24.49,+ 18.21,-------,+++++++,+ 18.08,+++++++,+ 18.80,+ 17.95,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       221,2025/01/10 09:07:59,  0,+++++++,+++++++,+ 17.39,+ 24.24,+ 24.36,+ 18.01,-------,+++++++,+ 18.03,+++++++,+ 18.68,+ 17.85,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       222,2025/01/10 09:12:59,  0,+++++++,+++++++,+ 17.34,+ 24.26,+ 24.24,+ 18.01,-------,+++++++,+ 18.01,+++++++,+ 18.68,+ 17.85,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       223,2025/01/10 09:17:59,  0,+++++++,+++++++,+ 17.44,+ 24.31,+ 24.31,+ 18.08,-------,+++++++,+ 17.98,+++++++,+ 18.68,+ 17.85,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       224,2025/01/10 09:22:59,  0,+++++++,+++++++,+ 17.44,+ 24.34,+ 24.31,+ 18.16,-------,+++++++,+ 17.98,+++++++,+ 18.62,+ 17.83,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       225,2025/01/10 09:27:59,  0,+++++++,+++++++,+ 17.49,+ 24.36,+ 24.36,+ 18.14,-------,+++++++,+ 18.01,+++++++,+ 18.75,+ 17.85,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       226,2025/01/10 09:32:59,  0,+++++++,+++++++,+ 17.44,+ 24.34,+ 24.24,+ 18.08,-------,+++++++,+ 18.01,+++++++,+ 18.73,+ 17.88,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       227,2025/01/10 09:37:59,  0,+++++++,+++++++,+ 17.44,+ 24.34,+ 24.29,+ 18.06,-------,+++++++,+ 17.98,+++++++,+ 18.80,+ 17.88,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       228,2025/01/10 09:42:59,  0,+++++++,+++++++,+ 17.44,+ 24.29,+ 24.29,+ 18.03,-------,+++++++,+ 18.01,+++++++,+ 18.83,+ 17.90,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       229,2025/01/10 09:47:59,  0,+++++++,+++++++,+ 17.49,+ 24.31,+ 24.31,+ 18.14,-------,+++++++,+ 18.03,+++++++,+ 18.75,+ 17.90,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
       230,2025/01/10 09:52:59,  0,+++++++,+++++++,+ 17.49,+ 24.34,+ 24.31,+ 18.11,-------,+++++++,+ 18.01,+++++++,+ 18.80,+ 17.90,+++++++,+++++++,+++++++,+++++++,+++++++,LLLLLLLLLL,LLLLLLLLLL,LLLL
